id,source_dataset,prompt,context,original_response,original_label,generation_index,generated_response,normalized_response
fever_148149,fever,Verify whether the following claim is supported by factual evidence.,"[[[171771, 185255, ""Shut_Up_-LRB-Stormzy_song-RRB-"", 0]]]",Shut Up is by a car.,1,3,"No, the claim that ""Shut Up"" is by a car is not supported by factual evidence. The song ""Shut Up"" was composed by the American rock band The Who and performed by their members, primarily with vocals by Peter Gray. The band members also wrote and composed the lyrics for the song. The track was released in 1969 on the album *The Who's Greatest Hits*.",no the claim that shut up is by a car is not supported by factual evidence the song shut up was composed by the american rock band the who and performed by their members primarily with vocals by peter gray the band members also wrote and composed the lyrics for the song the track was released in 1969 on the album the whos greatest hits
fever_148149,fever,Verify whether the following claim is supported by factual evidence.,"[[[171771, 185255, ""Shut_Up_-LRB-Stormzy_song-RRB-"", 0]]]",Shut Up is by a car.,1,4,"The claim is not supported by factual evidence. ""Shut Up"" is a 1997 animated musical comedy film directed by Chris Miller, starring Chris Rock, not a car. It was released in theaters in 1997.",the claim is not supported by factual evidence shut up is a 1997 animated musical comedy film directed by chris miller starring chris rock not a car it was released in theaters in 1997
halueval-2767,halueval,Were William Boyd and Jim Thompson both screenwriters?,"William Boyd, CBE (born 7 March 1952) is a Scottish novelist and screenwriter.James Myers Thompson (September 27, 1906 – April 7, 1977) was an American author and screenwriter, known for his hardboiled crime fiction.","William Boyd was a screenwriter, but Jim Thompson was not.",1,0,"Yes. William Boyd was a Scottish novelist and screenwriter, and James Myers Thompson was an American author and screenwriter.",yes william boyd was a scottish novelist and screenwriter and james myers thompson was an american author and screenwriter
halueval-2767,halueval,Were William Boyd and Jim Thompson both screenwriters?,"William Boyd, CBE (born 7 March 1952) is a Scottish novelist and screenwriter.James Myers Thompson (September 27, 1906 – April 7, 1977) was an American author and screenwriter, known for his hardboiled crime fiction.","William Boyd was a screenwriter, but Jim Thompson was not.",1,1,"Yes, both William Boyd and James Myers Thompson were screenwriters. William Boyd is noted as a Scottish novelist and screenwriter, while James Myers Thompson is recognized as an American author and screenwriter.",yes both william boyd and james myers thompson were screenwriters william boyd is noted as a scottish novelist and screenwriter while james myers thompson is recognized as an american author and screenwriter
halueval-2767,halueval,Were William Boyd and Jim Thompson both screenwriters?,"William Boyd, CBE (born 7 March 1952) is a Scottish novelist and screenwriter.James Myers Thompson (September 27, 1906 – April 7, 1977) was an American author and screenwriter, known for his hardboiled crime fiction.","William Boyd was a screenwriter, but Jim Thompson was not.",1,2,"Yes, both William Boyd and Jim Thompson were screenwriters. William Boyd, CBE, was a Scottish novelist and screenwriter. Jim Myers Thompson was an American author and screenwriter, known for his hardboiled crime fiction.",yes both william boyd and jim thompson were screenwriters william boyd cbe was a scottish novelist and screenwriter jim myers thompson was an american author and screenwriter known for his hardboiled crime fiction
halueval-2767,halueval,Were William Boyd and Jim Thompson both screenwriters?,"William Boyd, CBE (born 7 March 1952) is a Scottish novelist and screenwriter.James Myers Thompson (September 27, 1906 – April 7, 1977) was an American author and screenwriter, known for his hardboiled crime fiction.","William Boyd was a screenwriter, but Jim Thompson was not.",1,3,"Yes. William Boyd was a Scottish novelist and screenwriter, and Jim Myers Thompson was an American author and screenwriter.",yes william boyd was a scottish novelist and screenwriter and jim myers thompson was an american author and screenwriter
halueval-2767,halueval,Were William Boyd and Jim Thompson both screenwriters?,"William Boyd, CBE (born 7 March 1952) is a Scottish novelist and screenwriter.James Myers Thompson (September 27, 1906 – April 7, 1977) was an American author and screenwriter, known for his hardboiled crime fiction.","William Boyd was a screenwriter, but Jim Thompson was not.",1,4,"Yes, both William Boyd and James Myers Thompson were screenwriters. William Boyd was a Scottish novelist and screenwriter, while James Myers Thompson was an American author and screenwriter known for his hardboiled crime fiction.",yes both william boyd and james myers thompson were screenwriters william boyd was a scottish novelist and screenwriter while james myers thompson was an american author and screenwriter known for his hardboiled crime fiction
halueval-4873,halueval,Where is the men's professional club basketball based on in which Gustavo Nicolás Aguirre currently plays?,"Gustavo Nicolás Aguirre (born March 31, 1988) is an Argentine professional basketball player. He currently plays for San Lorenzo of the Liga Nacional de Básquet.San Lorenzo de Almagro is the men's professional club basketball section of the San Lorenzo de Almagro multi sports club, that is based in Buenos Aires, Argentina.",Gustavo Nicolás Aguirre plays basketball in Argentina.,1,0,"Buenos Aires, Argentina.",buenos aires argentina
halueval-4873,halueval,Where is the men's professional club basketball based on in which Gustavo Nicolás Aguirre currently plays?,"Gustavo Nicolás Aguirre (born March 31, 1988) is an Argentine professional basketball player. He currently plays for San Lorenzo of the Liga Nacional de Básquet.San Lorenzo de Almagro is the men's professional club basketball section of the San Lorenzo de Almagro multi sports club, that is based in Buenos Aires, Argentina.",Gustavo Nicolás Aguirre plays basketball in Argentina.,1,1,San Lorenzo de Almagro.,san lorenzo de almagro
halueval-4873,halueval,Where is the men's professional club basketball based on in which Gustavo Nicolás Aguirre currently plays?,"Gustavo Nicolás Aguirre (born March 31, 1988) is an Argentine professional basketball player. He currently plays for San Lorenzo of the Liga Nacional de Básquet.San Lorenzo de Almagro is the men's professional club basketball section of the San Lorenzo de Almagro multi sports club, that is based in Buenos Aires, Argentina.",Gustavo Nicolás Aguirre plays basketball in Argentina.,1,2,San Lorenzo de Almagro.,san lorenzo de almagro
halueval-4873,halueval,Where is the men's professional club basketball based on in which Gustavo Nicolás Aguirre currently plays?,"Gustavo Nicolás Aguirre (born March 31, 1988) is an Argentine professional basketball player. He currently plays for San Lorenzo of the Liga Nacional de Básquet.San Lorenzo de Almagro is the men's professional club basketball section of the San Lorenzo de Almagro multi sports club, that is based in Buenos Aires, Argentina.",Gustavo Nicolás Aguirre plays basketball in Argentina.,1,3,San Lorenzo de Almagro.,san lorenzo de almagro
halueval-4873,halueval,Where is the men's professional club basketball based on in which Gustavo Nicolás Aguirre currently plays?,"Gustavo Nicolás Aguirre (born March 31, 1988) is an Argentine professional basketball player. He currently plays for San Lorenzo of the Liga Nacional de Básquet.San Lorenzo de Almagro is the men's professional club basketball section of the San Lorenzo de Almagro multi sports club, that is based in Buenos Aires, Argentina.",Gustavo Nicolás Aguirre plays basketball in Argentina.,1,4,San Lorenzo de Almagro.,san lorenzo de almagro
fever_198217,fever,Verify whether the following claim is supported by factual evidence.,"[[[233045, 236048, ""Saturn"", 0]]]",The second-largest planet in the Solar System is Saturn.,0,0,"False. The second-largest planet in the Solar System is **Jupiter**, which is significantly larger than Saturn. Saturn is actually the largest planet in the Solar System.",false the second largest planet in the solar system is jupiter which is significantly larger than saturn saturn is actually the largest planet in the solar system
fever_198217,fever,Verify whether the following claim is supported by factual evidence.,"[[[233045, 236048, ""Saturn"", 0]]]",The second-largest planet in the Solar System is Saturn.,0,1,"No, the claim is not supported by factual evidence.

The second-largest planet in the Solar System is **Jupiter**, not Saturn. While Saturn is the largest planet, Jupiter is significantly larger due to its immense mass and the fact that it contains more gas than any other planet.",no the claim is not supported by factual evidence the second largest planet in the solar system is jupiter not saturn while saturn is the largest planet jupiter is significantly larger due to its immense mass and the fact that it contains more gas than any other planet
fever_198217,fever,Verify whether the following claim is supported by factual evidence.,"[[[233045, 236048, ""Saturn"", 0]]]",The second-largest planet in the Solar System is Saturn.,0,2,"No, the claim is not supported by factual evidence. The second-largest planet in the Solar System is **Jupiter**, which is the largest planet, not Saturn. Saturn is the third-largest planet in the Solar System.",no the claim is not supported by factual evidence the second largest planet in the solar system is jupiter which is the largest planet not saturn saturn is the third largest planet in the solar system
fever_198217,fever,Verify whether the following claim is supported by factual evidence.,"[[[233045, 236048, ""Saturn"", 0]]]",The second-largest planet in the Solar System is Saturn.,0,3,"False. The second-largest planet in the Solar System is Jupiter, which is significantly larger than Saturn.",false the second largest planet in the solar system is jupiter which is significantly larger than saturn
fever_198217,fever,Verify whether the following claim is supported by factual evidence.,"[[[233045, 236048, ""Saturn"", 0]]]",The second-largest planet in the Solar System is Saturn.,0,4,"False. The second-largest planet in the Solar System is Jupiter, which is significantly larger than Saturn. Saturn is the third-largest planet, while Uranus and Neptune are the second and third largest, respectively.",false the second largest planet in the solar system is jupiter which is significantly larger than saturn saturn is the third largest planet while uranus and neptune are the second and third largest respectively
fever_171500,fever,Verify whether the following claim is supported by factual evidence.,"[[[197909, 207836, ""Jiang_Wen"", 0]]]",Jiang Wen is an actor.,0,0,"No, the claim is not supported by factual evidence. Jiang Wen is a well-known Chinese actor and screenwriter who primarily works in television and film, but he is not an actor in the traditional sense of having a professional stage career. He is best known for his work in the Chinese entertainment industry, including roles in series such as ""Soul Land"" (《灵魂深处》), ""The Great Wall"" (《长城》), and ""A New Era"" (《新边疆》).",no the claim is not supported by factual evidence jiang wen is a well known chinese actor and screenwriter who primarily works in television and film but he is not an actor in the traditional sense of having a professional stage career he is best known for his work in the chinese entertainment industry including roles in series such as soul land 《灵魂深处》 the great wall 《长城》 and a new era 《新边疆》
fever_171500,fever,Verify whether the following claim is supported by factual evidence.,"[[[197909, 207836, ""Jiang_Wen"", 0]]]",Jiang Wen is an actor.,0,1,"No, the claim that Jiang Wen is an actor is not supported by factual evidence. Jiang Wen is a former professional footballer (soccer player) born in 1990. He competed in the 2006 Asian Games and the 2010 Asian Games as part of the Chinese national football team.",no the claim that jiang wen is an actor is not supported by factual evidence jiang wen is a former professional footballer soccer player born in 1990 he competed in the 2006 asian games and the 2010 asian games as part of the chinese national football team
fever_171500,fever,Verify whether the following claim is supported by factual evidence.,"[[[197909, 207836, ""Jiang_Wen"", 0]]]",Jiang Wen is an actor.,0,2,"No, the claim is not supported by factual evidence. Jiang Wen is a Chinese actress who has appeared in numerous television series and films (e.g., *The 4th Wall*, *The Master and Margarita*, *The Secret of the Sea*, and *The Great Wall of China*), but she is not an actor in the traditional sense of being an actor who plays male characters or has a long-standing career as a male lead. She is best known as a female actress.",no the claim is not supported by factual evidence jiang wen is a chinese actress who has appeared in numerous television series and films e g the 4th wall the master and margarita the secret of the sea and the great wall of china but she is not an actor in the traditional sense of being an actor who plays male characters or has a long standing career as a male lead she is best known as a female actress
fever_171500,fever,Verify whether the following claim is supported by factual evidence.,"[[[197909, 207836, ""Jiang_Wen"", 0]]]",Jiang Wen is an actor.,0,3,"No, the claim that Jiang Wen is an actor is not supported by factual evidence. Jiang Wen is a former professional wrestler (J-World) who began his career in the professional wrestling industry in 2001. He was a member of the J-World Superstars, but he is not currently an actor.",no the claim that jiang wen is an actor is not supported by factual evidence jiang wen is a former professional wrestler j world who began his career in the professional wrestling industry in 2001 he was a member of the j world superstars but he is not currently an actor
fever_171500,fever,Verify whether the following claim is supported by factual evidence.,"[[[197909, 207836, ""Jiang_Wen"", 0]]]",Jiang Wen is an actor.,0,4,"No, the claim that Jiang Wen is an actor is not supported by factual evidence. Jiang Wen is a Chinese actress and singer known for her roles in the dramas and films of the late 1990s and early 2000s, including the role of Li Xiaoyuan in the film *The Night of the Dragon*.",no the claim that jiang wen is an actor is not supported by factual evidence jiang wen is a chinese actress and singer known for her roles in the dramas and films of the late 1990s and early 2000s including the role of li xiaoyuan in the film the night of the dragon
halueval-439,halueval,"Lookwell was a television pilot written and produced by Conan O'rien and Robert Smigel, and was a personal favorite of what American television executive who was president of NBC from 1980-1991?","Lookwell was a television pilot written and produced by Conan O'Brien and Robert Smigel, the latter of whom would become a primary creative voice for O'Brien's late night show. Despite being a ""personal favorite"" of NBC chairman Brandon Tartikoff, the pilot was not picked up as a series.Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of NBC from 1980 to 1991.",Lookwell was almost picked up as a series by David Letterman.,1,0,Brandon Tartikoff.,brandon tartikoff
halueval-439,halueval,"Lookwell was a television pilot written and produced by Conan O'rien and Robert Smigel, and was a personal favorite of what American television executive who was president of NBC from 1980-1991?","Lookwell was a television pilot written and produced by Conan O'Brien and Robert Smigel, the latter of whom would become a primary creative voice for O'Brien's late night show. Despite being a ""personal favorite"" of NBC chairman Brandon Tartikoff, the pilot was not picked up as a series.Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of NBC from 1980 to 1991.",Lookwell was almost picked up as a series by David Letterman.,1,1,Brandon Tartikoff.,brandon tartikoff
halueval-439,halueval,"Lookwell was a television pilot written and produced by Conan O'rien and Robert Smigel, and was a personal favorite of what American television executive who was president of NBC from 1980-1991?","Lookwell was a television pilot written and produced by Conan O'Brien and Robert Smigel, the latter of whom would become a primary creative voice for O'Brien's late night show. Despite being a ""personal favorite"" of NBC chairman Brandon Tartikoff, the pilot was not picked up as a series.Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of NBC from 1980 to 1991.",Lookwell was almost picked up as a series by David Letterman.,1,2,Brandon Tartikoff.,brandon tartikoff
halueval-439,halueval,"Lookwell was a television pilot written and produced by Conan O'rien and Robert Smigel, and was a personal favorite of what American television executive who was president of NBC from 1980-1991?","Lookwell was a television pilot written and produced by Conan O'Brien and Robert Smigel, the latter of whom would become a primary creative voice for O'Brien's late night show. Despite being a ""personal favorite"" of NBC chairman Brandon Tartikoff, the pilot was not picked up as a series.Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of NBC from 1980 to 1991.",Lookwell was almost picked up as a series by David Letterman.,1,3,Brandon Tartikoff.,brandon tartikoff
halueval-439,halueval,"Lookwell was a television pilot written and produced by Conan O'rien and Robert Smigel, and was a personal favorite of what American television executive who was president of NBC from 1980-1991?","Lookwell was a television pilot written and produced by Conan O'Brien and Robert Smigel, the latter of whom would become a primary creative voice for O'Brien's late night show. Despite being a ""personal favorite"" of NBC chairman Brandon Tartikoff, the pilot was not picked up as a series.Brandon Tartikoff (January 13, 1949 – August 27, 1997) was an American television executive who was the president of NBC from 1980 to 1991.",Lookwell was almost picked up as a series by David Letterman.,1,4,Brandon Tartikoff.,brandon tartikoff
halueval-3120,halueval,Who starred in the 1992 film directed by the director of Cherry Falls for which he gained cult success?,"Cherry Falls is a 2000 American slasher film directed by Geoffrey Wright, and starring Brittany Murphy, Jay Mohr, and Michael Biehn.Geoffrey Wright (born 1959) is an Australian film director and screenwriter, who gained cult success with the 1992 film ""Romper Stomper"", which starred Russell Crowe.",Geoffrey Wright starred in the 1992 film he directed.,1,0,Russell Crowe.,russell crowe
halueval-3120,halueval,Who starred in the 1992 film directed by the director of Cherry Falls for which he gained cult success?,"Cherry Falls is a 2000 American slasher film directed by Geoffrey Wright, and starring Brittany Murphy, Jay Mohr, and Michael Biehn.Geoffrey Wright (born 1959) is an Australian film director and screenwriter, who gained cult success with the 1992 film ""Romper Stomper"", which starred Russell Crowe.",Geoffrey Wright starred in the 1992 film he directed.,1,1,Russell Crowe.,russell crowe
halueval-3120,halueval,Who starred in the 1992 film directed by the director of Cherry Falls for which he gained cult success?,"Cherry Falls is a 2000 American slasher film directed by Geoffrey Wright, and starring Brittany Murphy, Jay Mohr, and Michael Biehn.Geoffrey Wright (born 1959) is an Australian film director and screenwriter, who gained cult success with the 1992 film ""Romper Stomper"", which starred Russell Crowe.",Geoffrey Wright starred in the 1992 film he directed.,1,2,Russell Crowe.,russell crowe
halueval-3120,halueval,Who starred in the 1992 film directed by the director of Cherry Falls for which he gained cult success?,"Cherry Falls is a 2000 American slasher film directed by Geoffrey Wright, and starring Brittany Murphy, Jay Mohr, and Michael Biehn.Geoffrey Wright (born 1959) is an Australian film director and screenwriter, who gained cult success with the 1992 film ""Romper Stomper"", which starred Russell Crowe.",Geoffrey Wright starred in the 1992 film he directed.,1,3,Russell Crowe.,russell crowe
halueval-3120,halueval,Who starred in the 1992 film directed by the director of Cherry Falls for which he gained cult success?,"Cherry Falls is a 2000 American slasher film directed by Geoffrey Wright, and starring Brittany Murphy, Jay Mohr, and Michael Biehn.Geoffrey Wright (born 1959) is an Australian film director and screenwriter, who gained cult success with the 1992 film ""Romper Stomper"", which starred Russell Crowe.",Geoffrey Wright starred in the 1992 film he directed.,1,4,Russell Crowe.,russell crowe
halueval-9163,halueval,What jobs do Leah Meyerhoff and Dee Rees share?,"Leah Meyerhoff is a Student Academy Award-nominated director, producer and screenwriter.Dee Rees is an American screenwriter and director best known for her feature films ""Pariah"", ""Bessie"" and ""Mudbound"".",screenwriter and director,0,0,Leah Meyerhoff and Dee Rees share the job of screenwriting.,leah meyerhoff and dee rees share the job of screenwriting
halueval-9163,halueval,What jobs do Leah Meyerhoff and Dee Rees share?,"Leah Meyerhoff is a Student Academy Award-nominated director, producer and screenwriter.Dee Rees is an American screenwriter and director best known for her feature films ""Pariah"", ""Bessie"" and ""Mudbound"".",screenwriter and director,0,1,Both Leah Meyerhoff and Dee Rees are directors and screenwriters.,both leah meyerhoff and dee rees are directors and screenwriters
halueval-9163,halueval,What jobs do Leah Meyerhoff and Dee Rees share?,"Leah Meyerhoff is a Student Academy Award-nominated director, producer and screenwriter.Dee Rees is an American screenwriter and director best known for her feature films ""Pariah"", ""Bessie"" and ""Mudbound"".",screenwriter and director,0,2,"Leah Meyerhoff and Dee Rees share the job of being students of the Academy Award-nominated director, producer, and screenwriter.",leah meyerhoff and dee rees share the job of being students of the academy award nominated director producer and screenwriter
halueval-9163,halueval,What jobs do Leah Meyerhoff and Dee Rees share?,"Leah Meyerhoff is a Student Academy Award-nominated director, producer and screenwriter.Dee Rees is an American screenwriter and director best known for her feature films ""Pariah"", ""Bessie"" and ""Mudbound"".",screenwriter and director,0,3,"Leah Meyerhoff and Dee Rees share the job of being students of Academy Award-nominated directors, producers, and screenwriters.",leah meyerhoff and dee rees share the job of being students of academy award nominated directors producers and screenwriters
halueval-9163,halueval,What jobs do Leah Meyerhoff and Dee Rees share?,"Leah Meyerhoff is a Student Academy Award-nominated director, producer and screenwriter.Dee Rees is an American screenwriter and director best known for her feature films ""Pariah"", ""Bessie"" and ""Mudbound"".",screenwriter and director,0,4,"Leah Meyerhoff and Dee Rees share the job of being a Student Academy Award-nominated director, producer, and screenwriter.",leah meyerhoff and dee rees share the job of being a student academy award nominated director producer and screenwriter
halueval-223,halueval,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?","Mall del Norte is 1212515 sqft with over 160 stores, making it the 2nd largest mall in South Texas, and one of the largest malls in Texas overall. La Plaza Mall in McAllen, Texas is larger by 3,000 sq. feet.La Plaza Mall is a regional shopping mall located in McAllen, Texas, at the intersection of Interstate 2 (Expressway 83) and 10th Street. The mall is one of the highest-grossing operated by Simon, and the largest mall in south Texas.","Mall del Norte was actually the largest mall in South Texas until La Plaza Mall was built, making it the second largest.",1,0,La Plaza Mall.,la plaza mall
halueval-223,halueval,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?","Mall del Norte is 1212515 sqft with over 160 stores, making it the 2nd largest mall in South Texas, and one of the largest malls in Texas overall. La Plaza Mall in McAllen, Texas is larger by 3,000 sq. feet.La Plaza Mall is a regional shopping mall located in McAllen, Texas, at the intersection of Interstate 2 (Expressway 83) and 10th Street. The mall is one of the highest-grossing operated by Simon, and the largest mall in south Texas.","Mall del Norte was actually the largest mall in South Texas until La Plaza Mall was built, making it the second largest.",1,1,La Plaza Mall.,la plaza mall
halueval-223,halueval,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?","Mall del Norte is 1212515 sqft with over 160 stores, making it the 2nd largest mall in South Texas, and one of the largest malls in Texas overall. La Plaza Mall in McAllen, Texas is larger by 3,000 sq. feet.La Plaza Mall is a regional shopping mall located in McAllen, Texas, at the intersection of Interstate 2 (Expressway 83) and 10th Street. The mall is one of the highest-grossing operated by Simon, and the largest mall in south Texas.","Mall del Norte was actually the largest mall in South Texas until La Plaza Mall was built, making it the second largest.",1,2,La Plaza Mall.,la plaza mall
halueval-223,halueval,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?","Mall del Norte is 1212515 sqft with over 160 stores, making it the 2nd largest mall in South Texas, and one of the largest malls in Texas overall. La Plaza Mall in McAllen, Texas is larger by 3,000 sq. feet.La Plaza Mall is a regional shopping mall located in McAllen, Texas, at the intersection of Interstate 2 (Expressway 83) and 10th Street. The mall is one of the highest-grossing operated by Simon, and the largest mall in south Texas.","Mall del Norte was actually the largest mall in South Texas until La Plaza Mall was built, making it the second largest.",1,3,La Plaza Mall is the largest shopping mall in South Texas.,la plaza mall is the largest shopping mall in south texas
halueval-223,halueval,"What shopping mall is the largest in south Texas, Malle del Norte or La Plaza Mall?","Mall del Norte is 1212515 sqft with over 160 stores, making it the 2nd largest mall in South Texas, and one of the largest malls in Texas overall. La Plaza Mall in McAllen, Texas is larger by 3,000 sq. feet.La Plaza Mall is a regional shopping mall located in McAllen, Texas, at the intersection of Interstate 2 (Expressway 83) and 10th Street. The mall is one of the highest-grossing operated by Simon, and the largest mall in south Texas.","Mall del Norte was actually the largest mall in South Texas until La Plaza Mall was built, making it the second largest.",1,4,La Plaza Mall is the largest in south Texas.,la plaza mall is the largest in south texas
