id,source_dataset,prompt,context,original_response,original_label,generation_index,generated_response,normalized_response
halueval-3167,halueval,"What is the name of this American musician, singer, actor, comedian, and songwriter, who worked with Modern Records and born in December 5, 1932?","Modern Music was an American record company and label formed in 1945 in Los Angeles by the Bihari brothers. Modern was also one of the big R&B labels with artists including Etta James, Joe Houston, Little Richard, Ike and Tina Turner and John Lee Hooker in the 1950s and 1960s.Richard Wayne Penniman (born December 5, 1932), known as Little Richard, is an American musician, singer, actor, comedian and songwriter.",Little Richard,0,4,Richard Wayne Penniman.,richard wayne penniman
halueval-8499,halueval,What year was the book released that was based on the 1873 murders on one of the Isles of Shoals in Maine?,"The Weight of Water is a 1997 bestselling novel by Anita Shreve. Half of the novel is historical fiction based on the Smuttynose Island murders, which took place in 1873.Smuttynose Island (formerly ""Smutty-nose"") is one of the Isles of Shoals, located 6 mi off the coast of New Hampshire, but actually in the state of Maine, in the United States.",1997,0,0,1997.,1997
halueval-8499,halueval,What year was the book released that was based on the 1873 murders on one of the Isles of Shoals in Maine?,"The Weight of Water is a 1997 bestselling novel by Anita Shreve. Half of the novel is historical fiction based on the Smuttynose Island murders, which took place in 1873.Smuttynose Island (formerly ""Smutty-nose"") is one of the Isles of Shoals, located 6 mi off the coast of New Hampshire, but actually in the state of Maine, in the United States.",1997,0,1,1997.,1997
halueval-8499,halueval,What year was the book released that was based on the 1873 murders on one of the Isles of Shoals in Maine?,"The Weight of Water is a 1997 bestselling novel by Anita Shreve. Half of the novel is historical fiction based on the Smuttynose Island murders, which took place in 1873.Smuttynose Island (formerly ""Smutty-nose"") is one of the Isles of Shoals, located 6 mi off the coast of New Hampshire, but actually in the state of Maine, in the United States.",1997,0,2,1997.,1997
halueval-8499,halueval,What year was the book released that was based on the 1873 murders on one of the Isles of Shoals in Maine?,"The Weight of Water is a 1997 bestselling novel by Anita Shreve. Half of the novel is historical fiction based on the Smuttynose Island murders, which took place in 1873.Smuttynose Island (formerly ""Smutty-nose"") is one of the Isles of Shoals, located 6 mi off the coast of New Hampshire, but actually in the state of Maine, in the United States.",1997,0,3,1997.,1997
halueval-8499,halueval,What year was the book released that was based on the 1873 murders on one of the Isles of Shoals in Maine?,"The Weight of Water is a 1997 bestselling novel by Anita Shreve. Half of the novel is historical fiction based on the Smuttynose Island murders, which took place in 1873.Smuttynose Island (formerly ""Smutty-nose"") is one of the Isles of Shoals, located 6 mi off the coast of New Hampshire, but actually in the state of Maine, in the United States.",1997,0,4,1997.,1997
halueval-2946,halueval,Where was the public high school at which Freddie James became the head coach located?,"In 1982 James became head coach at David W. Carter High School in Dallas, Texas.David Wendel Carter High School (commonly referred to as Dallas Carter) is a public high school located in the Oak Cliff area of Dallas, Texas (USA).","South Dallas, near Oak Cliff.",1,0,"Dallas, Texas.",dallas texas
halueval-2946,halueval,Where was the public high school at which Freddie James became the head coach located?,"In 1982 James became head coach at David W. Carter High School in Dallas, Texas.David Wendel Carter High School (commonly referred to as Dallas Carter) is a public high school located in the Oak Cliff area of Dallas, Texas (USA).","South Dallas, near Oak Cliff.",1,1,"Dallas, Texas.",dallas texas
halueval-2946,halueval,Where was the public high school at which Freddie James became the head coach located?,"In 1982 James became head coach at David W. Carter High School in Dallas, Texas.David Wendel Carter High School (commonly referred to as Dallas Carter) is a public high school located in the Oak Cliff area of Dallas, Texas (USA).","South Dallas, near Oak Cliff.",1,2,"Dallas, Texas.",dallas texas
halueval-2946,halueval,Where was the public high school at which Freddie James became the head coach located?,"In 1982 James became head coach at David W. Carter High School in Dallas, Texas.David Wendel Carter High School (commonly referred to as Dallas Carter) is a public high school located in the Oak Cliff area of Dallas, Texas (USA).","South Dallas, near Oak Cliff.",1,3,"Dallas, Texas.",dallas texas
halueval-2946,halueval,Where was the public high school at which Freddie James became the head coach located?,"In 1982 James became head coach at David W. Carter High School in Dallas, Texas.David Wendel Carter High School (commonly referred to as Dallas Carter) is a public high school located in the Oak Cliff area of Dallas, Texas (USA).","South Dallas, near Oak Cliff.",1,4,"Dallas, Texas.",dallas texas
halueval-1543,halueval,Does Lüliang or Fuxin have a larger population?,"Lüliang or Lyuliang () is a prefecture-level city in the west of Shanxi province, People's Republic of China, bordering Shaanxi province across the Yellow River to the west, Jinzhong and the provincial capital of Taiyuan to the east, Linfen to the south, and Xinzhou to the north. It has a total area of 21143 km2 and total population of 3,727,057. The metro area of Lüliang has a population of 320,142 at the 2010 census. The total population of the prefecture at the 2010 census is 1,819,339, of whom 669,317 are resident in the built up area, which comprises four urban districts, collectively known as 'Fuxin City'.",Lüliang,0,0,"No, Lüliang has a larger population. According to the census data, the total population of the prefecture-level city of Lüliang is 3,727,057, while the total population of Fuxin City (the built-up area) is 1,819,339.",no lüliang has a larger population according to the census data the total population of the prefecture level city of lüliang is 3 727 057 while the total population of fuxin city the built up area is 1 819 339
halueval-1543,halueval,Does Lüliang or Fuxin have a larger population?,"Lüliang or Lyuliang () is a prefecture-level city in the west of Shanxi province, People's Republic of China, bordering Shaanxi province across the Yellow River to the west, Jinzhong and the provincial capital of Taiyuan to the east, Linfen to the south, and Xinzhou to the north. It has a total area of 21143 km2 and total population of 3,727,057. The metro area of Lüliang has a population of 320,142 at the 2010 census. The total population of the prefecture at the 2010 census is 1,819,339, of whom 669,317 are resident in the built up area, which comprises four urban districts, collectively known as 'Fuxin City'.",Lüliang,0,1,"No, Fuxin City has a larger population than Lüliang. The built-up area (Fuxin City) has a total population of 1,819,339, while the metro area of Lüliang has a population of 320,142.",no fuxin city has a larger population than lüliang the built up area fuxin city has a total population of 1 819 339 while the metro area of lüliang has a population of 320 142
halueval-1543,halueval,Does Lüliang or Fuxin have a larger population?,"Lüliang or Lyuliang () is a prefecture-level city in the west of Shanxi province, People's Republic of China, bordering Shaanxi province across the Yellow River to the west, Jinzhong and the provincial capital of Taiyuan to the east, Linfen to the south, and Xinzhou to the north. It has a total area of 21143 km2 and total population of 3,727,057. The metro area of Lüliang has a population of 320,142 at the 2010 census. The total population of the prefecture at the 2010 census is 1,819,339, of whom 669,317 are resident in the built up area, which comprises four urban districts, collectively known as 'Fuxin City'.",Lüliang,0,2,"Yes, Fuxin City has a larger population. According to the passage, Fuxin City's total population is 1,819,339, while the metro area of Lüliang has a population of only 320,142.",yes fuxin city has a larger population according to the passage fuxin citys total population is 1 819 339 while the metro area of lüliang has a population of only 320 142
halueval-1543,halueval,Does Lüliang or Fuxin have a larger population?,"Lüliang or Lyuliang () is a prefecture-level city in the west of Shanxi province, People's Republic of China, bordering Shaanxi province across the Yellow River to the west, Jinzhong and the provincial capital of Taiyuan to the east, Linfen to the south, and Xinzhou to the north. It has a total area of 21143 km2 and total population of 3,727,057. The metro area of Lüliang has a population of 320,142 at the 2010 census. The total population of the prefecture at the 2010 census is 1,819,339, of whom 669,317 are resident in the built up area, which comprises four urban districts, collectively known as 'Fuxin City'.",Lüliang,0,3,"Yes, Lüliang has a larger population. According to the census data, the total population of the prefecture-level city (Lüliang) is 3,727,057, while the total population of the built-up area (Fuxin City) is 1,819,339.",yes lüliang has a larger population according to the census data the total population of the prefecture level city lüliang is 3 727 057 while the total population of the built up area fuxin city is 1 819 339
halueval-1543,halueval,Does Lüliang or Fuxin have a larger population?,"Lüliang or Lyuliang () is a prefecture-level city in the west of Shanxi province, People's Republic of China, bordering Shaanxi province across the Yellow River to the west, Jinzhong and the provincial capital of Taiyuan to the east, Linfen to the south, and Xinzhou to the north. It has a total area of 21143 km2 and total population of 3,727,057. The metro area of Lüliang has a population of 320,142 at the 2010 census. The total population of the prefecture at the 2010 census is 1,819,339, of whom 669,317 are resident in the built up area, which comprises four urban districts, collectively known as 'Fuxin City'.",Lüliang,0,4,"No, Lüliang has a larger population. According to the census data, the total population of Lüliang is 3,727,057, while the total population of Fuxin (the built-up area of the prefecture) is 1,819,339.",no lüliang has a larger population according to the census data the total population of lüliang is 3 727 057 while the total population of fuxin the built up area of the prefecture is 1 819 339
halueval-7290,halueval,What is the principal base of the airline that has regular daily flights connecting Rangiroa to other islands of French Polynesia ?,Air Tahiti has regular daily flights connecting Rangiroa to other islands of French Polynesia. Its principal base is Faa'a International Airport.,Faa'a International Airport,0,0,Faa'a International Airport.,faaa international airport
halueval-7290,halueval,What is the principal base of the airline that has regular daily flights connecting Rangiroa to other islands of French Polynesia ?,Air Tahiti has regular daily flights connecting Rangiroa to other islands of French Polynesia. Its principal base is Faa'a International Airport.,Faa'a International Airport,0,1,Faa'a International Airport.,faaa international airport
halueval-7290,halueval,What is the principal base of the airline that has regular daily flights connecting Rangiroa to other islands of French Polynesia ?,Air Tahiti has regular daily flights connecting Rangiroa to other islands of French Polynesia. Its principal base is Faa'a International Airport.,Faa'a International Airport,0,2,Faa'a International Airport.,faaa international airport
halueval-7290,halueval,What is the principal base of the airline that has regular daily flights connecting Rangiroa to other islands of French Polynesia ?,Air Tahiti has regular daily flights connecting Rangiroa to other islands of French Polynesia. Its principal base is Faa'a International Airport.,Faa'a International Airport,0,3,Faa'a International Airport.,faaa international airport
halueval-7290,halueval,What is the principal base of the airline that has regular daily flights connecting Rangiroa to other islands of French Polynesia ?,Air Tahiti has regular daily flights connecting Rangiroa to other islands of French Polynesia. Its principal base is Faa'a International Airport.,Faa'a International Airport,0,4,Faa'a International Airport.,faaa international airport
halueval-9789,halueval,"What country are both Heze and Shahe, Hebei located in?","Heze () is a prefecture-level city in southwestern Shandong, China.Shahe () is a county-level city in the prefecture-level city of Xingtai, in the southern part of Hebei province of the China.",China,0,0,Hebei is located in China.,hebei is located in china
halueval-9789,halueval,"What country are both Heze and Shahe, Hebei located in?","Heze () is a prefecture-level city in southwestern Shandong, China.Shahe () is a county-level city in the prefecture-level city of Xingtai, in the southern part of Hebei province of the China.",China,0,1,Hebei is located in China.,hebei is located in china
halueval-9789,halueval,"What country are both Heze and Shahe, Hebei located in?","Heze () is a prefecture-level city in southwestern Shandong, China.Shahe () is a county-level city in the prefecture-level city of Xingtai, in the southern part of Hebei province of the China.",China,0,2,Hebei is located in the People's Republic of China.,hebei is located in the peoples republic of china
halueval-9789,halueval,"What country are both Heze and Shahe, Hebei located in?","Heze () is a prefecture-level city in southwestern Shandong, China.Shahe () is a county-level city in the prefecture-level city of Xingtai, in the southern part of Hebei province of the China.",China,0,3,China.,china
halueval-9789,halueval,"What country are both Heze and Shahe, Hebei located in?","Heze () is a prefecture-level city in southwestern Shandong, China.Shahe () is a county-level city in the prefecture-level city of Xingtai, in the southern part of Hebei province of the China.",China,0,4,China,china
halueval-4651,halueval,"Which occurred earlier, Operation Grenade or Lorraine Campaign?","During World War II, Operation Grenade was the crossing of the Roer (Rur) river between Roermond and Düren by the U.S. Ninth Army, commanded by Lieutenant General William Hood Simpson, in February 1945.Lorraine Campaign is a term used by U.S. Army historians to describe operations of the U.S. Third Army in Lorraine during World War II from September 1 through December 18, 1944.",Lorraine Campaign,0,0,Operation Grenade occurred earlier than the Lorraine Campaign.,operation grenade occurred earlier than the lorraine campaign
halueval-4651,halueval,"Which occurred earlier, Operation Grenade or Lorraine Campaign?","During World War II, Operation Grenade was the crossing of the Roer (Rur) river between Roermond and Düren by the U.S. Ninth Army, commanded by Lieutenant General William Hood Simpson, in February 1945.Lorraine Campaign is a term used by U.S. Army historians to describe operations of the U.S. Third Army in Lorraine during World War II from September 1 through December 18, 1944.",Lorraine Campaign,0,1,Lorraine Campaign occurred earlier.,lorraine campaign occurred earlier
halueval-4651,halueval,"Which occurred earlier, Operation Grenade or Lorraine Campaign?","During World War II, Operation Grenade was the crossing of the Roer (Rur) river between Roermond and Düren by the U.S. Ninth Army, commanded by Lieutenant General William Hood Simpson, in February 1945.Lorraine Campaign is a term used by U.S. Army historians to describe operations of the U.S. Third Army in Lorraine during World War II from September 1 through December 18, 1944.",Lorraine Campaign,0,2,Operation Grenade occurred earlier.,operation grenade occurred earlier
halueval-4651,halueval,"Which occurred earlier, Operation Grenade or Lorraine Campaign?","During World War II, Operation Grenade was the crossing of the Roer (Rur) river between Roermond and Düren by the U.S. Ninth Army, commanded by Lieutenant General William Hood Simpson, in February 1945.Lorraine Campaign is a term used by U.S. Army historians to describe operations of the U.S. Third Army in Lorraine during World War II from September 1 through December 18, 1944.",Lorraine Campaign,0,3,"Operation Grenade occurred earlier. It was a crossing of the Roer River in February 1945, while the Lorraine Campaign is a term used by historians to describe operations of the Third Army in Lorraine from September 1944 to December 18, 1944.",operation grenade occurred earlier it was a crossing of the roer river in february 1945 while the lorraine campaign is a term used by historians to describe operations of the third army in lorraine from september 1944 to december 18 1944
halueval-4651,halueval,"Which occurred earlier, Operation Grenade or Lorraine Campaign?","During World War II, Operation Grenade was the crossing of the Roer (Rur) river between Roermond and Düren by the U.S. Ninth Army, commanded by Lieutenant General William Hood Simpson, in February 1945.Lorraine Campaign is a term used by U.S. Army historians to describe operations of the U.S. Third Army in Lorraine during World War II from September 1 through December 18, 1944.",Lorraine Campaign,0,4,"Operation Grenade occurred earlier. It took place in February 1945, whereas the Lorraine Campaign was a period of operations from September 1 to December 18, 1944.",operation grenade occurred earlier it took place in february 1945 whereas the lorraine campaign was a period of operations from september 1 to december 18 1944
halueval-8633,halueval,What type of profession does Physikalische Zeitschrift and Peter Debye have in common?,"During its life, it was edited by several prominent physicists, such as Peter Debye.Peter Joseph William Debye {'1': "", '2': "", '3': 'ForMemRS', '4': ""} ( ; ] ; March 24, 1884 – November 2, 1966) was a Dutch-American physicist and physical chemist, and Nobel laureate in Chemistry.",Peter Debye and Physikalische Zeitschrift were both chemists.,1,0,"Physikalische Zeitschrift is a journal, and Peter Debye was a Nobel laureate in Chemistry. Therefore, they share the common profession of being a Nobel laureate.",physikalische zeitschrift is a journal and peter debye was a nobel laureate in chemistry therefore they share the common profession of being a nobel laureate
halueval-8633,halueval,What type of profession does Physikalische Zeitschrift and Peter Debye have in common?,"During its life, it was edited by several prominent physicists, such as Peter Debye.Peter Joseph William Debye {'1': "", '2': "", '3': 'ForMemRS', '4': ""} ( ; ] ; March 24, 1884 – November 2, 1966) was a Dutch-American physicist and physical chemist, and Nobel laureate in Chemistry.",Peter Debye and Physikalische Zeitschrift were both chemists.,1,1,"Physikalische Zeitschrift is a journal, and Peter Debye is a physicist. They both have in common the profession of a scientist.",physikalische zeitschrift is a journal and peter debye is a physicist they both have in common the profession of a scientist
halueval-8633,halueval,What type of profession does Physikalische Zeitschrift and Peter Debye have in common?,"During its life, it was edited by several prominent physicists, such as Peter Debye.Peter Joseph William Debye {'1': "", '2': "", '3': 'ForMemRS', '4': ""} ( ; ] ; March 24, 1884 – November 2, 1966) was a Dutch-American physicist and physical chemist, and Nobel laureate in Chemistry.",Peter Debye and Physikalische Zeitschrift were both chemists.,1,2,Physical Chemistry.,physical chemistry
halueval-8633,halueval,What type of profession does Physikalische Zeitschrift and Peter Debye have in common?,"During its life, it was edited by several prominent physicists, such as Peter Debye.Peter Joseph William Debye {'1': "", '2': "", '3': 'ForMemRS', '4': ""} ( ; ] ; March 24, 1884 – November 2, 1966) was a Dutch-American physicist and physical chemist, and Nobel laureate in Chemistry.",Peter Debye and Physikalische Zeitschrift were both chemists.,1,3,Physikalische Zeitschrift and Peter Debye are both prominent physicists.,physikalische zeitschrift and peter debye are both prominent physicists
halueval-8633,halueval,What type of profession does Physikalische Zeitschrift and Peter Debye have in common?,"During its life, it was edited by several prominent physicists, such as Peter Debye.Peter Joseph William Debye {'1': "", '2': "", '3': 'ForMemRS', '4': ""} ( ; ] ; March 24, 1884 – November 2, 1966) was a Dutch-American physicist and physical chemist, and Nobel laureate in Chemistry.",Peter Debye and Physikalische Zeitschrift were both chemists.,1,4,They are both Nobel laureates in Chemistry.,they are both nobel laureates in chemistry
halueval-8785,halueval,What Japanese mixed martial artist worked for the Dream organization in many of their promoted MMA shows?,"Dream (styled DREAM in capitals) was a Japanese mixed martial arts (MMA) organization promoted by former PRIDE FC executives and K-1 promoter Fighting and Entertainment Group. They promoted over 20 shows highlighting some of the best Japanese and international MMA talent, establishing or enhancing the careers of top ranked fighters such as Shinya Aoki, Gesias Cavalcante, Tatsuya Kawajiri, Ronaldo Jacaré, Eddie Alvarez, Jason Miller, Kazushi Sakuraba, Gegard Mousasi and Alistair Overeem.Kazushi Sakuraba (桜庭 和志 , Sakuraba Kazushi , born July 14, 1969) is a Japanese mixed martial artist and professional wrestler, currently signed to Rizin Fighting Federation.","Shinya Aoki was the mainstay of Dream, being part of over 15 shows.",1,0,Kazushi Sakuraba.,kazushi sakuraba
halueval-8785,halueval,What Japanese mixed martial artist worked for the Dream organization in many of their promoted MMA shows?,"Dream (styled DREAM in capitals) was a Japanese mixed martial arts (MMA) organization promoted by former PRIDE FC executives and K-1 promoter Fighting and Entertainment Group. They promoted over 20 shows highlighting some of the best Japanese and international MMA talent, establishing or enhancing the careers of top ranked fighters such as Shinya Aoki, Gesias Cavalcante, Tatsuya Kawajiri, Ronaldo Jacaré, Eddie Alvarez, Jason Miller, Kazushi Sakuraba, Gegard Mousasi and Alistair Overeem.Kazushi Sakuraba (桜庭 和志 , Sakuraba Kazushi , born July 14, 1969) is a Japanese mixed martial artist and professional wrestler, currently signed to Rizin Fighting Federation.","Shinya Aoki was the mainstay of Dream, being part of over 15 shows.",1,1,Kazushi Sakuraba.,kazushi sakuraba
halueval-8785,halueval,What Japanese mixed martial artist worked for the Dream organization in many of their promoted MMA shows?,"Dream (styled DREAM in capitals) was a Japanese mixed martial arts (MMA) organization promoted by former PRIDE FC executives and K-1 promoter Fighting and Entertainment Group. They promoted over 20 shows highlighting some of the best Japanese and international MMA talent, establishing or enhancing the careers of top ranked fighters such as Shinya Aoki, Gesias Cavalcante, Tatsuya Kawajiri, Ronaldo Jacaré, Eddie Alvarez, Jason Miller, Kazushi Sakuraba, Gegard Mousasi and Alistair Overeem.Kazushi Sakuraba (桜庭 和志 , Sakuraba Kazushi , born July 14, 1969) is a Japanese mixed martial artist and professional wrestler, currently signed to Rizin Fighting Federation.","Shinya Aoki was the mainstay of Dream, being part of over 15 shows.",1,2,Kazushi Sakuraba.,kazushi sakuraba
halueval-8785,halueval,What Japanese mixed martial artist worked for the Dream organization in many of their promoted MMA shows?,"Dream (styled DREAM in capitals) was a Japanese mixed martial arts (MMA) organization promoted by former PRIDE FC executives and K-1 promoter Fighting and Entertainment Group. They promoted over 20 shows highlighting some of the best Japanese and international MMA talent, establishing or enhancing the careers of top ranked fighters such as Shinya Aoki, Gesias Cavalcante, Tatsuya Kawajiri, Ronaldo Jacaré, Eddie Alvarez, Jason Miller, Kazushi Sakuraba, Gegard Mousasi and Alistair Overeem.Kazushi Sakuraba (桜庭 和志 , Sakuraba Kazushi , born July 14, 1969) is a Japanese mixed martial artist and professional wrestler, currently signed to Rizin Fighting Federation.","Shinya Aoki was the mainstay of Dream, being part of over 15 shows.",1,3,Kazushi Sakuraba.,kazushi sakuraba
halueval-8785,halueval,What Japanese mixed martial artist worked for the Dream organization in many of their promoted MMA shows?,"Dream (styled DREAM in capitals) was a Japanese mixed martial arts (MMA) organization promoted by former PRIDE FC executives and K-1 promoter Fighting and Entertainment Group. They promoted over 20 shows highlighting some of the best Japanese and international MMA talent, establishing or enhancing the careers of top ranked fighters such as Shinya Aoki, Gesias Cavalcante, Tatsuya Kawajiri, Ronaldo Jacaré, Eddie Alvarez, Jason Miller, Kazushi Sakuraba, Gegard Mousasi and Alistair Overeem.Kazushi Sakuraba (桜庭 和志 , Sakuraba Kazushi , born July 14, 1969) is a Japanese mixed martial artist and professional wrestler, currently signed to Rizin Fighting Federation.","Shinya Aoki was the mainstay of Dream, being part of over 15 shows.",1,4,Kazushi Sakuraba.,kazushi sakuraba
halueval-7565,halueval,Which government canceled the aircraft known as the Avro Arrow?,"Chris Gainor is a historian of technology specializing in space exploration and aeronautics. He has written four books on the history of space exploration and on the Avro Canada CF-105 Arrow, a jet interceptor aircraft canceled by the Canadian government in 1959.The Avro Canada CF-105 Arrow, often known simply as the Avro Arrow, was a delta-winged interceptor aircraft designed and built by Avro Canada.",Canadian government,0,0,The Canadian government.,the canadian government
halueval-7565,halueval,Which government canceled the aircraft known as the Avro Arrow?,"Chris Gainor is a historian of technology specializing in space exploration and aeronautics. He has written four books on the history of space exploration and on the Avro Canada CF-105 Arrow, a jet interceptor aircraft canceled by the Canadian government in 1959.The Avro Canada CF-105 Arrow, often known simply as the Avro Arrow, was a delta-winged interceptor aircraft designed and built by Avro Canada.",Canadian government,0,1,The Avro Canada CF-105 Arrow was canceled by the Canadian government.,the avro canada cf 105 arrow was canceled by the canadian government
halueval-7565,halueval,Which government canceled the aircraft known as the Avro Arrow?,"Chris Gainor is a historian of technology specializing in space exploration and aeronautics. He has written four books on the history of space exploration and on the Avro Canada CF-105 Arrow, a jet interceptor aircraft canceled by the Canadian government in 1959.The Avro Canada CF-105 Arrow, often known simply as the Avro Arrow, was a delta-winged interceptor aircraft designed and built by Avro Canada.",Canadian government,0,2,The Canadian government canceled the aircraft known as the Avro Arrow.,the canadian government canceled the aircraft known as the avro arrow
halueval-7565,halueval,Which government canceled the aircraft known as the Avro Arrow?,"Chris Gainor is a historian of technology specializing in space exploration and aeronautics. He has written four books on the history of space exploration and on the Avro Canada CF-105 Arrow, a jet interceptor aircraft canceled by the Canadian government in 1959.The Avro Canada CF-105 Arrow, often known simply as the Avro Arrow, was a delta-winged interceptor aircraft designed and built by Avro Canada.",Canadian government,0,3,The Canadian government.,the canadian government
halueval-7565,halueval,Which government canceled the aircraft known as the Avro Arrow?,"Chris Gainor is a historian of technology specializing in space exploration and aeronautics. He has written four books on the history of space exploration and on the Avro Canada CF-105 Arrow, a jet interceptor aircraft canceled by the Canadian government in 1959.The Avro Canada CF-105 Arrow, often known simply as the Avro Arrow, was a delta-winged interceptor aircraft designed and built by Avro Canada.",Canadian government,0,4,The Canadian government canceled the Avro Canada CF-105 Arrow.,the canadian government canceled the avro canada cf 105 arrow
halueval-9147,halueval,Are Lloyd Kaufman and Víctor Erice both film directors?,"Stanley Lloyd Kaufman, Jr. (born December 30, 1945) is an American film director, producer, screenwriter, and actor.Víctor Erice Aras (] ; born 30 June 1940) is a Spanish film director.",Lloyd Kaufman and Víctor Erice are film writers.,1,0,"Yes. Stanley Lloyd Kaufman, Jr. is described as a film director, producer, screenwriter, and actor, and Víctor Erice Aras is also identified as a Spanish film director.",yes stanley lloyd kaufman jr is described as a film director producer screenwriter and actor and víctor erice aras is also identified as a spanish film director
halueval-9147,halueval,Are Lloyd Kaufman and Víctor Erice both film directors?,"Stanley Lloyd Kaufman, Jr. (born December 30, 1945) is an American film director, producer, screenwriter, and actor.Víctor Erice Aras (] ; born 30 June 1940) is a Spanish film director.",Lloyd Kaufman and Víctor Erice are film writers.,1,1,"Yes, both Stanley Lloyd Kaufman and Víctor Erice Aras are film directors.",yes both stanley lloyd kaufman and víctor erice aras are film directors
halueval-9147,halueval,Are Lloyd Kaufman and Víctor Erice both film directors?,"Stanley Lloyd Kaufman, Jr. (born December 30, 1945) is an American film director, producer, screenwriter, and actor.Víctor Erice Aras (] ; born 30 June 1940) is a Spanish film director.",Lloyd Kaufman and Víctor Erice are film writers.,1,2,"Yes, both Stanley Lloyd Kaufman Jr. and Víctor Erice Aras are film directors. Stanley Lloyd Kaufman Jr. is described as a film director, producer, screenwriter, and actor, while Víctor Erice Aras is explicitly identified as a Spanish film director.",yes both stanley lloyd kaufman jr and víctor erice aras are film directors stanley lloyd kaufman jr is described as a film director producer screenwriter and actor while víctor erice aras is explicitly identified as a spanish film director
halueval-9147,halueval,Are Lloyd Kaufman and Víctor Erice both film directors?,"Stanley Lloyd Kaufman, Jr. (born December 30, 1945) is an American film director, producer, screenwriter, and actor.Víctor Erice Aras (] ; born 30 June 1940) is a Spanish film director.",Lloyd Kaufman and Víctor Erice are film writers.,1,3,"Yes, both Stanley Lloyd Kaufman Jr. and Víctor Erice Aras are film directors. Stanley Lloyd Kaufman Jr. is an American film director, producer, screenwriter, and actor, while Víctor Erice Aras is a Spanish film director.",yes both stanley lloyd kaufman jr and víctor erice aras are film directors stanley lloyd kaufman jr is an american film director producer screenwriter and actor while víctor erice aras is a spanish film director
halueval-9147,halueval,Are Lloyd Kaufman and Víctor Erice both film directors?,"Stanley Lloyd Kaufman, Jr. (born December 30, 1945) is an American film director, producer, screenwriter, and actor.Víctor Erice Aras (] ; born 30 June 1940) is a Spanish film director.",Lloyd Kaufman and Víctor Erice are film writers.,1,4,"Yes, both Stanley Lloyd Kaufman Jr. and Víctor Erice Aras are film directors. Stanley Lloyd Kaufman Jr. was born in 1945 and is noted for his work as a director, producer, screenwriter, and actor. Víctor Erice Aras, born in 1940, is also recognized as a Spanish film director.",yes both stanley lloyd kaufman jr and víctor erice aras are film directors stanley lloyd kaufman jr was born in 1945 and is noted for his work as a director producer screenwriter and actor víctor erice aras born in 1940 is also recognized as a spanish film director
halueval-4712,halueval,"Who has been on the most missions to space, Michael Foale or Charles Simonyi?","Colin Michael Foale, CBE (born 6 January 1957) is a British-American astrophysicist and former NASA astronaut. He is a veteran of six Space Shuttle missions and extended missions on both Mir and the International Space Station. In March 2009, aboard Soyuz TMA-14, he made a second trip to the International Space Station.",Charles Simonyi has more space missions.,1,0,Charles Simonyi.,charles simonyi
halueval-4712,halueval,"Who has been on the most missions to space, Michael Foale or Charles Simonyi?","Colin Michael Foale, CBE (born 6 January 1957) is a British-American astrophysicist and former NASA astronaut. He is a veteran of six Space Shuttle missions and extended missions on both Mir and the International Space Station. In March 2009, aboard Soyuz TMA-14, he made a second trip to the International Space Station.",Charles Simonyi has more space missions.,1,1,"Michael Foale.

According to the passage, Colin Michael Foale is described as a ""veteran of six Space Shuttle missions and extended missions on both Mir and the International Space Station."" Charles Simonyi is not mentioned in this context.",michael foale according to the passage colin michael foale is described as a veteran of six space shuttle missions and extended missions on both mir and the international space station charles simonyi is not mentioned in this context
halueval-4712,halueval,"Who has been on the most missions to space, Michael Foale or Charles Simonyi?","Colin Michael Foale, CBE (born 6 January 1957) is a British-American astrophysicist and former NASA astronaut. He is a veteran of six Space Shuttle missions and extended missions on both Mir and the International Space Station. In March 2009, aboard Soyuz TMA-14, he made a second trip to the International Space Station.",Charles Simonyi has more space missions.,1,2,Michael Foale.,michael foale
halueval-4712,halueval,"Who has been on the most missions to space, Michael Foale or Charles Simonyi?","Colin Michael Foale, CBE (born 6 January 1957) is a British-American astrophysicist and former NASA astronaut. He is a veteran of six Space Shuttle missions and extended missions on both Mir and the International Space Station. In March 2009, aboard Soyuz TMA-14, he made a second trip to the International Space Station.",Charles Simonyi has more space missions.,1,3,Michael Foale.,michael foale
halueval-4712,halueval,"Who has been on the most missions to space, Michael Foale or Charles Simonyi?","Colin Michael Foale, CBE (born 6 January 1957) is a British-American astrophysicist and former NASA astronaut. He is a veteran of six Space Shuttle missions and extended missions on both Mir and the International Space Station. In March 2009, aboard Soyuz TMA-14, he made a second trip to the International Space Station.",Charles Simonyi has more space missions.,1,4,"Michael Foale has been on the most missions to space. He served on six Space Shuttle missions and extended missions on both the Mir and the International Space Station, whereas Charles Simonyi was an American astronomer who was not an astronaut.",michael foale has been on the most missions to space he served on six space shuttle missions and extended missions on both the mir and the international space station whereas charles simonyi was an american astronomer who was not an astronaut
halueval-3026,halueval,What was formed by the largest entertainment company in South Korea?,"The discography of the South Korean girl group Red Velvet consists of one studio album, five extended plays, and twelve singles. Red Velvet was formed by the Korean entertainment company S.M. Entertainment in 2014, and consists of five members. It is currently one of the largest entertainment companies in South Korea.",Red Velvet,0,0,"Red Velvet was formed by S.M. Entertainment, which is the largest entertainment company in South Korea.",red velvet was formed by s m entertainment which is the largest entertainment company in south korea
