id,source_dataset,original_label,num_generations,mean_pairwise_entailment,mean_pairwise_contradiction,mean_pairwise_neutral,fraction_entailing_pairs,fraction_contradicting_pairs,fraction_neutral_pairs,nli_disagreement
halueval-4220,halueval,0,5,0.9756174078281672,0.00465405813304312,0.019728534038789554,1.0,0.0,0.0,0.014518325152437898
halueval-7815,halueval,0,5,0.33708836563876277,0.402042444257949,0.26086919010328835,0.3,0.6,0.1,0.5324770393095932
halueval-270,halueval,1,5,0.3194392772743354,0.46320945221990445,0.21735127050576014,0.2,0.6,0.2,0.5718850874727845
halueval-3301,halueval,0,5,0.6367572358642182,0.006393091139593535,0.3568496729961882,0.3,0.0,0.7,0.18481792763768762
halueval-4142,halueval,0,5,0.9897967399681665,0.0007792620015104967,0.009423998030322813,1.0,0.0,0.0,0.005491261016671903
halueval-9682,halueval,0,5,0.7884213607172,0.004195985708071495,0.20738265357472846,0.6,0.0,0.4,0.10788731249543572
halueval-7843,halueval,0,5,0.4505236121867499,0.006063239349893312,0.5434131484633566,0.3,0.0,0.7,0.27776981358157166
halueval-1935,halueval,1,5,0.976739657742668,0.007538989978570734,0.015721352278761258,1.0,0.0,0.0,0.015399666117951363
halueval-7814,halueval,1,5,0.976212496547207,0.006143479301002093,0.017644024151790595,1.0,0.0,0.0,0.014965491376897391
halueval-5961,halueval,1,5,0.152141219186629,0.7078193761180055,0.14003940469536555,0.2,0.7,0.1,0.7778390784656882
halueval-9769,halueval,1,5,0.9865378596361569,0.002827875418606352,0.01063426494523651,1.0,0.0,0.0,0.008145007891224607
halueval-2291,halueval,0,5,0.18730825405594448,0.6172271640699525,0.19546458187410304,0.1,0.7,0.2,0.714959455007004
halueval-1581,halueval,1,5,0.5953528603543428,0.3985859279312298,0.006061211714427356,0.6,0.4,0.0,0.4016165337884435
halueval-6218,halueval,1,5,0.6168234411904222,0.126618597530668,0.25655796127890984,1.0,0.0,0.0,0.25489757817012293
halueval-6194,halueval,0,5,0.9095267885098647,0.00812254993460817,0.08235066155552703,1.0,0.0,0.0,0.049297880712371685
halueval-450,halueval,1,5,0.9791914936633914,0.002698805926372834,0.018109700410235734,1.0,0.0,0.0,0.011753656131490701
halueval-1738,halueval,0,5,0.49486560160823145,0.18664355197824262,0.31849084641352593,0.4,0.2,0.4,0.3458889751850056
halueval-5854,halueval,1,5,0.9823196122623272,0.0007792331326761843,0.01690115460499649,1.0,0.0,0.0,0.00922981043517443
halueval-5396,halueval,1,5,0.5124270349160746,0.15333287170092863,0.3342400933829968,0.5,0.1,0.4,0.32045291839242707
halueval-3516,halueval,1,5,0.5984696788234104,0.35603922659130793,0.04549109458528163,0.6,0.4,0.0,0.37878477388394877
halueval-3692,halueval,0,5,0.6926383619578818,0.276609340127708,0.03075229791441037,1.0,0.0,0.0,0.2919854890849132
halueval-1527,halueval,0,5,0.7105650632871802,0.011165159743311481,0.2782697769695084,1.0,0.0,0.0,0.15030004822806567
halueval-87,halueval,1,5,0.39321651193435503,0.008615425602172433,0.5981680624634725,0.4,0.0,0.6,0.3076994568339087
halueval-5347,halueval,0,5,0.7915890287436165,0.0040387651887405455,0.20437220606764303,0.6,0.0,0.4,0.10622486822256207
halueval-9003,halueval,0,5,0.9672096408567039,0.0040751191524216425,0.028715239990874507,1.0,0.0,0.0,0.018432739147858895
halueval-60,halueval,1,5,0.45231918656073944,0.29671958148729277,0.2509612319519678,0.6,0.2,0.2,0.42220019746327664
halueval-2735,halueval,0,5,0.5977207669399229,0.38860202694442564,0.013677206115651291,0.6,0.4,0.0,0.39544063000225127
halueval-2179,halueval,0,5,0.011985113581981044,0.5905405335589824,0.3974743528590366,0.0,0.6,0.4,0.7892777099885007
halueval-1495,halueval,1,5,0.70151822352359,0.050585857256223374,0.24789591922018656,1.0,0.0,0.0,0.17453381686631664
halueval-7492,halueval,1,5,0.6929317568583236,0.03884076145752214,0.2682274816841542,1.0,0.0,0.0,0.17295450229959924
halueval-5558,halueval,1,5,0.6413382246431767,0.020803466788466354,0.33785830856835697,1.0,0.0,0.0,0.18973262107264482
halueval-9265,halueval,0,5,0.7756887210680399,0.009887871251640413,0.21442340768031967,0.6,0.0,0.4,0.11709957509180025
halueval-3761,halueval,0,5,0.9206991127848602,0.0021320025084777716,0.07716888470666192,1.0,0.0,0.0,0.04071644486180873
halueval-9164,halueval,1,5,0.7658327013256214,0.2188853885642373,0.015281910110141175,0.8,0.2,0.0,0.2265263436193079
halueval-7556,halueval,1,5,0.3015200313349037,0.004727261085189119,0.6937527075799071,0.4,0.0,0.6,0.3516036148751427
halueval-9457,halueval,0,5,0.25518257583939186,0.6047156899636432,0.1401017341969648,0.4,0.6,0.0,0.6747665570621256
halueval-9602,halueval,0,5,0.9848327735196071,0.004385206594525509,0.010782019885867297,1.0,0.0,0.0,0.009776216537459158
halueval-7377,halueval,0,5,0.4024104222310518,0.034371138069763676,0.5632184396991845,0.5,0.0,0.5,0.3159803579193559
halueval-5060,halueval,0,5,0.9916930677629219,0.0007910564874917482,0.007515875749586257,1.0,0.0,0.0,0.004548994362284876
halueval-3300,halueval,0,5,0.7520540388815234,0.024748046621078608,0.22319791449739776,0.6,0.0,0.4,0.1363470038697775
halueval-3541,halueval,0,5,0.7916891219644997,0.004773636423409691,0.20353724161209058,0.6,0.0,0.4,0.10654225722945498
halueval-3020,halueval,1,5,0.9920557002806165,0.0012596004954948615,0.006684699223888704,1.0,0.0,0.0,0.004601950107439213
halueval-1330,halueval,1,5,0.4982557771080035,0.21199401781120378,0.28975020508079263,0.6,0.1,0.3,0.3568691203516001
halueval-6297,halueval,1,5,0.6142667057240336,0.1018680316481737,0.2838652626277927,0.6,0.0,0.4,0.24380066296207006
halueval-5033,halueval,0,5,0.23974168691756606,0.6530714837790976,0.10718682930333631,0.3,0.6,0.1,0.7066648984307657
halueval-8391,halueval,1,5,0.20390140486516578,0.6087625644214827,0.1873360307133516,0.1,0.7,0.2,0.7024305797781585
halueval-3665,halueval,1,5,0.4440983336369559,0.10511594496683015,0.4507857213962139,0.1,0.0,0.9,0.3305088056649371
halueval-1395,halueval,1,5,0.6451430063797293,0.2202164092999456,0.1346405843203251,0.6,0.4,0.0,0.2875367014601081
halueval-8011,halueval,1,5,0.43675413682452235,0.28779410419356777,0.2754517589819099,0.4,0.3,0.3,0.4255199836845227
halueval-4878,halueval,1,5,0.9864902044713197,0.000578780673470963,0.012931014855209352,1.0,0.0,0.0,0.007044288101075639
halueval-6117,halueval,0,5,0.08609937456843332,0.36833349275357363,0.5455671326779931,0.0,0.4,0.6,0.6411170590925701
halueval-3187,halueval,1,5,0.9915689126999758,0.0008991802980097649,0.007531907002014333,1.0,0.0,0.0,0.004665133799016932
halueval-1943,halueval,1,5,0.9502547657502121,0.011844388143694852,0.037900846106092984,1.0,0.0,0.0,0.030794811196741344
halueval-8306,halueval,0,5,0.3087329303736278,0.2895131971425176,0.40175387248385447,0.1,0.3,0.6,0.4903901333844448
halueval-5651,halueval,1,5,0.19951348978073852,0.24764541524379577,0.5528410949754656,0.1,0.3,0.6,0.5240659627315286
halueval-1516,halueval,1,5,0.4530557403153641,0.39513728402364556,0.15180697566099022,0.6,0.4,0.0,0.47104077185414067
halueval-1159,halueval,0,5,0.7924183524268553,0.005366714025604583,0.20221493354754005,1.0,0.0,0.0,0.10647418079937461
halueval-1930,halueval,1,5,0.20607201239136136,0.130001707449271,0.6639262801593677,0.1,0.1,0.8,0.46196484752895484
halueval-7760,halueval,1,5,0.5103157170079003,0.009553810655691525,0.48013047233640804,0.4,0.0,0.6,0.24961904682389555
halueval-9111,halueval,1,5,0.3370958572856547,0.5958284707473561,0.06707567196698914,0.3,0.6,0.1,0.6293663067308507
halueval-3336,halueval,1,5,0.501922501743759,0.3536431744321374,0.14443432382410368,0.6,0.3,0.1,0.42586033634418924
halueval-3183,halueval,0,5,0.9536686934636233,0.006806268540447519,0.03952503799592928,1.0,0.0,0.0,0.02656878753841216
halueval-7973,halueval,1,5,0.9705301513365923,0.004754147168673156,0.024715701494734444,1.0,0.0,0.0,0.01711199791604038
halueval-9478,halueval,0,5,0.20429105762259678,0.28891198264116297,0.5067969597362401,0.4,0.3,0.3,0.5423104625092829
halueval-6875,halueval,0,5,0.8608490143603319,0.011434382676133956,0.12771660296353407,1.0,0.0,0.0,0.075292684157901
halueval-3031,halueval,0,5,0.6334217938811528,0.04579401583315264,0.32078419028569455,0.7,0.0,0.3,0.20618611097599993
halueval-1655,halueval,0,5,0.8093703504346769,0.0015330068082608957,0.18909664275706237,1.0,0.0,0.0,0.09608132818679208
halueval-3029,halueval,1,5,0.5191851957126767,0.024706171965345677,0.4561086323219775,0.1,0.0,0.9,0.25276048812633445
halueval-5902,halueval,0,5,0.5793419294162261,0.3975767573730152,0.023081313210758733,0.4,0.6,0.0,0.4091174139783945
halueval-2767,halueval,1,5,0.4124147313706481,0.03798243438984375,0.5496028342395082,0.2,0.0,0.8,0.31278385150959787
halueval-1499,halueval,1,5,0.20547684247357748,0.6216406477808236,0.17288250974559893,0.3,0.7,0.0,0.7080819026536231
halueval-422,halueval,0,5,0.9865246476274617,0.00047870807008915887,0.012996644302449022,1.0,0.0,0.0,0.00697703022131367
halueval-2456,halueval,1,5,0.980698408631517,0.0020482250748247097,0.017253366293658402,1.0,0.0,0.0,0.01067490822165391
halueval-1889,halueval,0,5,0.6207730774420378,0.2381128909942339,0.14111403156372831,0.6,0.3,0.1,0.30866990677609807
halueval-3906,halueval,0,5,0.9921478348316006,0.0006426092206309651,0.007209555947768437,1.0,0.0,0.0,0.0042473871945151835
halueval-7212,halueval,0,5,0.6730255903348008,0.007983634069829316,0.3189907755953699,0.7,0.0,0.3,0.1674790218675143
halueval-1698,halueval,0,5,0.4954413900663985,0.023636343709287546,0.48092226622431394,0.1,0.0,0.9,0.2640974768214445
halueval-3449,halueval,0,5,0.5184398602874791,0.02209628178702393,0.45946385792549693,0.1,0.0,0.9,0.2518282107497724
halueval-8091,halueval,0,5,0.9895923071174237,0.0019533220535761097,0.00845437082900009,1.0,0.0,0.0,0.006180507468076154
halueval-3365,halueval,0,5,0.5247193202987261,0.0806983857572488,0.39458229394402505,0.2,0.0,0.8,0.2779895327292613
halueval-9647,halueval,1,5,0.21076787400814445,0.38775445625659877,0.4014776697352567,0.3,0.4,0.3,0.5884932911242271
halueval-448,halueval,1,5,0.9912094483462003,0.0006934299883468389,0.00809712166545283,1.0,0.0,0.0,0.004741990821073254
halueval-7710,halueval,1,5,0.9816929325887165,0.0035823401003951746,0.014724727310888253,1.0,0.0,0.0,0.010944703755839301
halueval-7873,halueval,0,5,0.9916833812307291,0.0006527979533272991,0.007663820815943673,1.0,0.0,0.0,0.004484708361299135
halueval-3968,halueval,1,5,0.3001746497961949,0.6270259241345321,0.07279942606927294,0.3,0.7,0.0,0.6634256371691686
halueval-2782,halueval,0,5,0.9827758495489392,0.001451160781610688,0.01577298966945043,1.0,0.0,0.0,0.009337655616335903
halueval-6355,halueval,1,5,0.9912693543948207,0.0006564259100871673,0.008074219695092253,1.0,0.0,0.0,0.004693535757633294
halueval-3427,halueval,1,5,0.5878222618604987,0.10681551111905703,0.30536222702044424,0.8,0.0,0.2,0.25949662462927914
halueval-4001,halueval,0,5,0.24646720992318497,0.16874424301357588,0.5847885470632392,0.1,0.0,0.9,0.4611385165451955
halueval-182,halueval,1,5,0.984789606852907,0.0013538587206544876,0.013856534426438746,1.0,0.0,0.0,0.00828212593387386
halueval-5076,halueval,1,5,0.2980526924215205,0.6971601641135041,0.004787143464975376,0.3,0.7,0.0,0.6995537358459918
halueval-2248,halueval,0,5,0.10276295412693745,0.6917371147619783,0.2054999311110842,0.1,0.8,0.1,0.7944870803175204
halueval-9169,halueval,0,5,0.057528105188075884,0.8223687743269554,0.12010312048496871,0.1,0.9,0.0,0.8824203345694398
halueval-3746,halueval,1,5,0.7192117598626512,0.008990473979384659,0.2717977661579643,0.6,0.0,0.4,0.1448893570583668
halueval-6936,halueval,1,5,0.9901575110697838,0.0016449071373571592,0.008197581792859027,1.0,0.0,0.0,0.005743698033786673
halueval-7425,halueval,0,5,0.4796736323152732,0.24874330637118686,0.2715830613135398,0.6,0.4,0.0,0.38453483702795677
halueval-5372,halueval,0,5,0.4591263513679634,0.04954890205836328,0.49132474657367337,0.4,0.0,0.6,0.2952112753452
halueval-1636,halueval,0,5,0.5851025196114193,0.40073685044744467,0.014160629941135988,0.6,0.4,0.0,0.40781716541801266
halueval-1099,halueval,1,5,0.07333737950504958,0.8096024967017392,0.11706012379321126,0.0,0.9,0.1,0.8681325585983448
halueval-3969,halueval,0,5,0.621456477566208,0.058528298708564595,0.3200152237252274,0.4,0.0,0.6,0.2185359105711783
halueval-1205,halueval,0,5,0.37790259892740957,0.21859915831333185,0.40349824275925855,0.4,0.2,0.4,0.4203482796929611
halueval-2328,halueval,1,5,0.9766194040974872,0.0016800159740323825,0.021700579928480346,1.0,0.0,0.0,0.012530305938272555
halueval-5524,halueval,1,5,0.23987386386963477,0.6563954660634855,0.10373067006687971,0.3,0.7,0.0,0.7082608010969254
halueval-2595,halueval,1,5,0.5000752737804706,0.1548360230156309,0.34508870320389856,0.3,0.2,0.5,0.3273803746175802
halueval-4254,halueval,0,5,0.5043857198667525,0.06263066634320147,0.432983613790046,0.7,0.0,0.3,0.2791224732382245
halueval-4586,halueval,1,5,0.7638790752807884,0.045231388266946136,0.19088953645226545,1.0,0.0,0.0,0.14067615649307885
halueval-5634,halueval,1,5,0.4501772714590954,0.03128275986365349,0.5185399686772512,0.4,0.0,0.6,0.29055274420227906
halueval-7233,halueval,1,5,0.9875114290171056,0.002743977338264553,0.00974459364462978,1.0,0.0,0.0,0.007616274160579443
halueval-439,halueval,1,5,0.9874209417898167,0.002772243802173251,0.009806814408010121,1.0,0.0,0.0,0.007675651006178312
halueval-41,halueval,0,5,0.7201693286000778,0.10075871753538339,0.17907195386453884,1.0,0.0,0.0,0.1902946944676528
halueval-1708,halueval,0,5,0.2331271538097901,0.3112756294769051,0.45559721671330483,0.2,0.2,0.6,0.5390742378335576
halueval-2447,halueval,0,5,0.9805249480063452,0.0034685712788224453,0.016006480714832273,1.0,0.0,0.0,0.011471811636238581
halueval-5260,halueval,0,5,0.6882077642745484,0.02496194345752688,0.2868302922679247,1.0,0.0,0.0,0.16837708959148925
halueval-9384,halueval,1,5,0.6309816178618375,0.015339039378377717,0.35367934275978474,0.6,0.0,0.4,0.1921787107582701
halueval-8142,halueval,1,5,0.17447497871079495,0.7543903559904933,0.07113466529871167,0.1,0.9,0.0,0.7899576886398492
halueval-6774,halueval,1,5,0.6948331706499821,0.0018330684450127825,0.3033337609050051,0.4,0.0,0.6,0.1534999488975153
halueval-5297,halueval,0,5,0.4300487164086347,0.5506458244977347,0.019305459093630673,0.4,0.6,0.0,0.56029855404455
halueval-4344,halueval,1,5,0.7168101381009472,0.10112825120632399,0.18206161069272878,0.7,0.0,0.3,0.1921590565526884
halueval-7712,halueval,0,5,0.9909548113847102,0.000784698998760025,0.00826048961652995,1.0,0.0,0.0,0.0049149438070249995
halueval-6808,halueval,0,5,0.16173336904023236,0.6070422711367547,0.23122435982301295,0.1,0.8,0.1,0.7226544510482612
halueval-6457,halueval,1,5,0.7634921930157634,0.012166857309829018,0.2243409496744074,0.6,0.0,0.4,0.12433733214703271
halueval-6243,halueval,0,5,0.98809585842159,0.002046200073816526,0.009857941504593293,1.0,0.0,0.0,0.006975170826113172
halueval-2756,halueval,1,5,0.2504295355215889,0.4046702925403706,0.3449001719380404,0.2,0.5,0.3,0.5771203785093908
halueval-5004,halueval,0,5,0.11324212472872679,0.4707806614815981,0.4159772137896751,0.1,0.5,0.4,0.6787692683764357
halueval-2998,halueval,0,5,0.3828584568633817,0.5033706435937373,0.113770899542881,0.4,0.6,0.0,0.5602560933651778
halueval-7528,halueval,1,5,0.24367559456151494,0.517424424234114,0.23889998120437106,0.1,0.6,0.3,0.6368744148362996
halueval-7742,halueval,1,5,0.857819256128507,0.014071593859793568,0.12810915001169954,1.0,0.0,0.0,0.07812616886564333
halueval-1957,halueval,1,5,0.9820814916189639,0.002916934221984073,0.015001574159052062,1.0,0.0,0.0,0.010417721301510103
halueval-2361,halueval,1,5,0.235513729960887,0.016268104515643332,0.7482181655234696,0.1,0.0,0.9,0.39037718727737813
halueval-7357,halueval,1,5,0.991328117247267,0.0006746007733101072,0.007997281979422979,1.0,0.0,0.0,0.004673241763021596
halueval-5244,halueval,0,5,0.7786065549822329,0.01183194246421646,0.20956150255355058,0.6,0.0,0.4,0.11661269374099174
halueval-6940,halueval,1,5,0.35906620878327533,0.01648879533764132,0.6244449958790833,0.2,0.0,0.8,0.32871129327718296
halueval-7146,halueval,0,5,0.9882355067999187,0.0007994710933849092,0.010965022106696152,1.0,0.0,0.0,0.006281982146732985
halueval-501,halueval,0,5,0.9908359811872989,0.001800184440932205,0.007363834371768951,1.0,0.0,0.0,0.005482101626816681
halueval-9990,halueval,0,5,0.9840981387543548,0.003417759288693973,0.012484101956951252,1.0,0.0,0.0,0.009659810267169599
halueval-9570,halueval,1,5,0.5882230398743612,0.39897112015774183,0.012805839967896943,0.6,0.4,0.0,0.4053740401416903
halueval-8214,halueval,0,5,0.23548302845657032,0.04837090940603886,0.7161460621373908,0.3,0.0,0.7,0.4064439404747343
halueval-1343,halueval,0,5,0.9872477531547286,0.002378729729132023,0.010373517116139397,1.0,0.0,0.0,0.007565488287201721
halueval-2475,halueval,0,5,0.5972467727108471,0.09731224514397127,0.3054409821451815,0.6,0.1,0.3,0.250032736216562
halueval-1579,halueval,1,5,0.32979659620798096,0.6565994617087907,0.013603942083228338,0.3,0.7,0.0,0.6634014327504049
halueval-3904,halueval,0,5,0.5964660315507211,0.21445978356238315,0.1890741848868957,0.6,0.4,0.0,0.30899687600583103
halueval-9924,halueval,1,5,0.9780033235438632,0.006659972158443819,0.015336704297693229,1.0,0.0,0.0,0.014328324307290433
halueval-8405,halueval,1,5,0.28821719965005,0.6087651688642335,0.10301763148571659,0.3,0.6,0.1,0.6602739846070917
halueval-9764,halueval,0,5,0.5952649150995443,0.09846397050386266,0.306271114396593,0.6,0.1,0.3,0.25159952770215915
halueval-456,halueval,1,5,0.13535391484256515,0.7576359514244275,0.10701013373300736,0.1,0.8,0.1,0.8111410182909312
halueval-4632,halueval,0,5,0.971506475146847,0.005151085333576108,0.023342439519577155,1.0,0.0,0.0,0.016822305093364687
halueval-8455,halueval,1,5,0.9740903086495887,0.002312070739407622,0.023597620611003546,1.0,0.0,0.0,0.014110881044909394
halueval-195,halueval,1,5,0.6189423604945692,0.02276065325161972,0.3582969862538111,0.6,0.0,0.4,0.20190914637852528
halueval-5433,halueval,1,5,0.22075579536358747,0.4752236379104212,0.30402056672599137,0.2,0.2,0.6,0.6272339212734169
halueval-8459,halueval,1,5,0.9805435700602952,0.004764969983140413,0.014691459956564092,1.0,0.0,0.0,0.012110699961422458
halueval-5318,halueval,1,5,0.5950233691369967,0.40025329941228127,0.0047233314507220455,0.6,0.4,0.0,0.4026149651376423
halueval-1435,halueval,1,5,0.3953794811857899,0.5980415007005729,0.006579018113637196,0.4,0.6,0.0,0.6013310097573915
halueval-9992,halueval,0,5,0.763961100504796,0.021676174770656236,0.21436272472454782,0.6,0.0,0.4,0.12885753713293013
halueval-5969,halueval,1,5,0.2980290605129487,0.36119157610537567,0.34077936338167564,0.1,0.4,0.5,0.5315812577962135
halueval-8093,halueval,1,5,0.168253475018074,0.6955600350183305,0.13618648996359556,0.1,0.7,0.2,0.7636532800001283
halueval-4035,halueval,1,5,0.17280311294630385,0.4598607857793686,0.3673361012743275,0.2,0.4,0.4,0.6435288364165324
halueval-5621,halueval,1,5,0.9847554231448375,0.004255962002409944,0.01098861485275242,1.0,0.0,0.0,0.009750269428786155
halueval-1741,halueval,1,5,0.9757743835351066,0.003284342174402015,0.020941274290491394,1.0,0.0,0.0,0.013754979319647712
halueval-3658,halueval,1,5,0.9918093659496613,0.001433120181967233,0.0067575138683714855,1.0,0.0,0.0,0.004811877116152975
halueval-1595,halueval,0,5,0.4074177134048055,0.05891952501454604,0.5336627615806485,0.1,0.0,0.9,0.3257509058048703
halueval-9747,halueval,1,5,0.5113507144951852,0.17315499492607567,0.3154942905787391,0.8,0.2,0.0,0.33090214021544523
halueval-126,halueval,0,5,0.7896938610795375,0.17595609979633545,0.03435003912412691,1.0,0.0,0.0,0.1931311193583989
halueval-1420,halueval,1,5,0.585372883716148,0.027207173558000747,0.3874199427258512,0.7,0.0,0.3,0.22091714492092634
halueval-7858,halueval,1,5,0.4492176296739892,0.1209490143815128,0.4298333559444981,0.2,0.2,0.6,0.33586569235376185
halueval-8671,halueval,0,5,0.9879890848788799,0.0025500219255332563,0.0094608931955867,1.0,0.0,0.0,0.007280468523326606
halueval-7065,halueval,0,5,0.25225090852784765,0.4749621861117118,0.2727869053604405,0.1,0.6,0.3,0.6113556387919321
halueval-9746,halueval,1,5,0.30562901754704647,0.2411799520268653,0.4531910304260883,0.3,0.1,0.6,0.4677754672399095
halueval-7559,halueval,1,5,0.9874341299812371,0.0012361100998004144,0.011329759918962491,1.0,0.0,0.0,0.00690099005928166
halueval-7251,halueval,0,5,0.68888865492063,0.003780898103318734,0.30733044697605116,0.4,0.0,0.6,0.15744612159134433
halueval-7593,halueval,0,5,0.7253029334329023,0.1395029941694001,0.13519407239769773,0.9,0.1,0.0,0.20710003036824898
halueval-5232,halueval,0,5,0.9907140100333891,0.0015622487825743426,0.007723741184036746,1.0,0.0,0.0,0.005424119374592716
halueval-9689,halueval,1,5,0.7825168038982019,0.01324404290927712,0.204239153192521,0.6,0.0,0.4,0.11536361950553763
halueval-9701,halueval,0,5,0.9887650757162973,0.0021868354353383355,0.00904808884836442,1.0,0.0,0.0,0.006710879859520545
halueval-7424,halueval,1,5,0.7860499550662448,0.006270013551279309,0.2076800313824759,0.6,0.0,0.4,0.11011002924251725
halueval-697,halueval,1,5,0.23015083442831147,0.303135748622921,0.4667134169487676,0.2,0.3,0.5,0.5364924570973048
halueval-5250,halueval,0,5,0.39674167105190683,0.5980191599255125,0.005239169022580726,0.4,0.6,0.0,0.6006387444368029
halueval-7202,halueval,1,5,0.2318817483544949,0.1384146505632266,0.6297036010822785,0.0,0.0,1.0,0.45326645110436586
halueval-1771,halueval,1,5,0.5518771894575865,0.018404533828560315,0.42971827671385315,0.5,0.0,0.5,0.23326367218548688
halueval-266,halueval,1,5,0.7048310319479165,0.028086125382138623,0.2670828426699448,1.0,0.0,0.0,0.16162754671711102
halueval-8309,halueval,0,5,0.4437793952939356,0.39448882444452255,0.1617317802615419,0.3,0.4,0.3,0.4753547145752935
halueval-4751,halueval,0,5,0.7926998213305487,0.0031247632822533314,0.20417541538719783,0.6,0.0,0.4,0.10521247097585225
halueval-2529,halueval,1,5,0.5953356111644444,0.39865337086133223,0.006011017974223261,0.6,0.4,0.0,0.40165887984844384
halueval-9134,halueval,1,5,0.9759392245172979,0.0041366931612625,0.019924082321439683,1.0,0.0,0.0,0.014098734321982342
halueval-3070,halueval,1,5,0.9853114987394621,0.0032297444127021304,0.011458756847835764,1.0,0.0,0.0,0.008959122836620013
halueval-2915,halueval,1,5,0.7902622058929059,0.12141021583533221,0.08832757827176188,1.0,0.0,0.0,0.16557400497121316
halueval-2670,halueval,0,5,0.1815370291830773,0.3180391621011436,0.5004238087157792,0.0,0.4,0.6,0.5682510664590332
halueval-7398,halueval,0,5,0.9883563625946479,0.0022965145249813604,0.009347122880370378,1.0,0.0,0.0,0.00697007596516655
halueval-9604,halueval,1,5,0.6808672018936006,0.02165850091374681,0.29747429719265267,0.9,0.0,0.1,0.17039564951007313
halueval-23,halueval,0,5,0.938824642706922,0.0017266170593076978,0.059448740233770406,1.0,0.0,0.0,0.0314509871761929
halueval-7756,halueval,0,5,0.48319911418729644,0.04087163873108995,0.47592924708161366,0.2,0.0,0.8,0.2788362622718968
halueval-9417,halueval,0,5,0.6277063561324645,0.35291591866653016,0.019377725201005277,0.6,0.4,0.0,0.36260478126703277
halueval-7271,halueval,0,5,0.8762546384104013,0.04516629296021547,0.0785790686293833,1.0,0.0,0.0,0.08445582727490712
halueval-9993,halueval,1,5,0.3967401877085207,0.59904778938018,0.004212022911299346,0.4,0.6,0.0,0.6011538008358297
halueval-5469,halueval,1,5,0.6329904421724091,0.01189510783782129,0.3551144499897696,0.6,0.0,0.4,0.1894523328327061
halueval-6463,halueval,0,5,0.984264472854259,0.0016085856779319996,0.014126941467809014,1.0,0.0,0.0,0.008672056411836507
halueval-6414,halueval,1,5,0.9917258541191479,0.001324583241782129,0.006949562639069945,1.0,0.0,0.0,0.004799364561317102
halueval-8796,halueval,0,5,0.0034734870233358492,0.8164066475106422,0.180119865466022,0.0,1.0,0.0,0.9064665802436531
halueval-5576,halueval,1,5,0.7351903396057786,0.017671485522673242,0.24713817487154827,0.6,0.0,0.4,0.14124057295844739
halueval-6640,halueval,1,5,0.5971859487411857,0.2562165992232125,0.14659745203560184,0.6,0.4,0.0,0.3295153252410134
halueval-1144,halueval,0,5,0.9894989650743472,0.0017166636448833973,0.008784371280769325,1.0,0.0,0.0,0.0061088492852680604
halueval-4286,halueval,0,5,0.649762971629374,0.014920613885075323,0.3353164144855507,0.6,0.0,0.4,0.18257882112785068
halueval-2401,halueval,1,5,0.9916119749758068,0.0007835572126905783,0.0076044678115025745,1.0,0.0,0.0,0.004585791118441865
halueval-9640,halueval,1,5,0.9386420621478623,0.014452909873869768,0.04690502797826766,1.0,0.0,0.0,0.0379054238630036
halueval-6040,halueval,0,5,0.332115737126082,0.4366266242889279,0.23125763858499013,0.3,0.6,0.1,0.552255443581423
halueval-4168,halueval,0,5,0.4150862374212735,0.2641109623184794,0.3208028002602472,0.4,0.3,0.3,0.424512362448603
halueval-6627,halueval,0,5,0.4677877752929147,0.26973338564624477,0.26247883906084046,0.3,0.4,0.3,0.400972805176665
halueval-8438,halueval,1,5,0.627647311075129,0.031346323577699814,0.3410063653471711,1.0,0.0,0.0,0.20184950625128537
halueval-2820,halueval,1,5,0.3973963662499186,0.5982032117530012,0.004400421997080216,0.4,0.6,0.0,0.6004034227515412
halueval-8547,halueval,0,5,0.596207104528081,0.37793031669409843,0.025862578777820576,0.6,0.4,0.0,0.39086160608300874
halueval-5725,halueval,0,5,0.9556542157463273,0.0044849119798417965,0.03986087227383099,1.0,0.0,0.0,0.02441534811675729
halueval-5927,halueval,1,5,0.9835133292106167,0.004053929277907016,0.012432741511476098,1.0,0.0,0.0,0.010270300033645065
halueval-7332,halueval,1,5,0.40103878105706336,0.5665786759281527,0.03238254301478396,0.4,0.6,0.0,0.5827699474355447
halueval-8965,halueval,0,5,0.6068937854360504,0.08874150793798104,0.30436470662596865,0.8,0.0,0.2,0.24092386125096538
halueval-9180,halueval,1,5,0.9429544851158953,0.008552659249596252,0.04849285563450852,1.0,0.0,0.0,0.03279908706685051
halueval-989,halueval,0,5,0.9883330147005905,0.0020781265138945897,0.00958885878551472,1.0,0.0,0.0,0.0068725559066519495
halueval-4933,halueval,0,5,0.43798676545479476,0.17484406444060602,0.3871691701045993,0.5,0.2,0.3,0.36842864949290566
halueval-5748,halueval,1,5,0.9809537997358527,0.006181564939748314,0.012864635324398788,1.0,0.0,0.0,0.012613882601947709
halueval-210,halueval,0,5,0.6621973154877095,0.1790615141789745,0.15874117033331586,1.0,0.0,0.0,0.25843209934563244
halueval-980,halueval,0,5,0.9853429939722291,0.002972628717935923,0.011684377309834954,1.0,0.0,0.0,0.0088148173728534
halueval-348,halueval,1,5,0.0520990469795682,0.6905143146323565,0.2573866383880753,0.1,0.8,0.1,0.819207633826394
halueval-976,halueval,0,5,0.6841472279237184,0.002650233294747127,0.3132025387815345,0.4,0.0,0.6,0.15925150268551436
